subject,predicate,object,target,relation,novelty
Academy,see,child,child,agent,established
law,define,slave,slave,agent,established
book,claim,Solomon,book,agent,established
book,claim,Solomon,book,agent,established
book,claim,Solomon,book,agent,established
book,claim,Solomon,book,agent,established
book,claim,Solomon,book,agent,established
book,claim,Solomon,book,agent,established
book,claim,Solomon,book,agent,established
book,claim,Solomon,book,agent,established
class,involve,parent,parent,agent,established
class,involve,parent,parent,agent,established
Anthony,share,experience,share,agent,established
Anthony,share,experience,share,agent,established
Nancy,join,SKIO,volunteer,agent,established
wave,slap,shore,star,agent,established
book,claim,Solomon,book,agent,established
book,claim,Solomon,book,agent,established
Conference,tout,Indiana,model,agent,established
book,claim,Solomon,book,agent,established
book,claim,Solomon,book,agent,established
doctor,abuse,privilege,doctor,agent,established
officer,earn,respect,man,agent,established
People,see,smoke,smoke,agent,established
book,claim,Solomon,book,agent,established
book,claim,Solomon,book,agent,established
student,use,iPods,tutor,agent,established
student,use,iPods,tutor,agent,established
people,carry,insurance,people,agent,established
book,claim,Solomon,book,agent,established
book,claim,Solomon,book,agent,established
Harry,hold,Jesus,model,agent,established
law,see,pirate,see,agent,established
model,look,nothing,model,agent,established
model,look,nothing,model,agent,established
husband,know,Broughton,husband,agent,established
husband,know,Broughton,husband,agent,established
Anthony,share,experience,share,agent,established
school,begin,forecast,school,agent,established
turn,push,pupil,like,agent,established
union,track,record,track,agent,established
union,track,record,track,agent,established
Europe,regard,austerity,mother,agent,established
Della,take,job,maid,agent,established
SF,see,LA,rival,agent,established
Davey,provide,YABBA,volunteer,agent,established
Americans,perceive,Snowden,man,agent,established
Walt,serve,community,volunteer,agent,established
ISM,see,parent,parent,agent,established
book,claim,Solomon,book,agent,established
book,claim,Solomon,book,agent,established
woman,enter,workforce,man,agent,established
Milton,define,environmentalist,form,agent,established
man,start,life,man,agent,established
man,start,life,man,agent,established
conclave,send,Martise,apprentice,agent,established
Marr,describe,Greenwood,man,agent,established
Della,take,job,maid,agent,established
book,claim,Solomon,book,agent,established
book,claim,Solomon,book,agent,established
refugee,support,project,partner,agent,established
book,claim,Solomon,book,agent,established
book,claim,Solomon,book,agent,established
book,claim,Solomon,book,agent,established
book,claim,Solomon,book,agent,established
birthparent,lose,role,parent,agent,established
birthparent,lose,role,parent,agent,established
Feng,make,debut,model,agent,established
partner,observe,student,partner,agent,established
partner,observe,student,partner,agent,established
Anthony,share,experience,share,agent,established
Doreen,begin,career,nurse,agent,established
book,claim,Solomon,book,agent,established
book,claim,Solomon,book,agent,established
book,prove,challenge,book,agent,established
Anthony,share,experience,share,agent,established
book,claim,Solomon,book,agent,established
book,claim,Solomon,book,agent,established
Bank,begin,program,pilot,agent,established
Bank,begin,program,pilot,agent,established
book,claim,Solomon,book,agent,established
book,claim,Solomon,book,agent,established
image,describe,existence,form,agent,established
Todd,describe,Sid,champion,agent,established
book,claim,Solomon,book,agent,established
book,claim,Solomon,book,agent,established
Chairman,start,career,apprentice,agent,established
Young,identify,defendant,man,agent,established
story,feature,thing,like,agent,established
art,take,nature,model,agent,established
Anthony,share,experience,share,agent,established
Anthony,share,experience,share,agent,established
ECSDE,join,activity,partner,agent,established
book,claim,Solomon,book,agent,established
book,claim,Solomon,book,agent,established
Tom,join,RAF,apprentice,agent,established
Wachs,describe,Einarsen,model,agent,established
Homsany,share,experience,lawyer,agent,novel
responsibility,include,service,chairman,agent,novel
Simon,enjoy,Meg,man,agent,novel
general,retain,post,general,agent,novel
general,retain,post,general,agent,novel
venom,wait,â,man,agent,novel
venom,wait,â,man,agent,novel
Bantox,select,Balbalan,pilot,agent,novel
Obama,portray,Hagel,man,agent,novel
pathway,bow,head,head,agent,novel
pathway,bow,head,head,agent,novel
woman,make,impact,pilot,agent,novel
Johnston,use,detail,one,agent,novel
citizen,visit,Bolivia,tourist,agent,novel
citizen,visit,Bolivia,tourist,agent,novel
task,use,picture,picture,agent,novel
task,use,picture,picture,agent,novel
motorcycle,lead,way,man,agent,novel
hostage,tour,TRADOC,hostage,agent,novel
flight,roll,tire,roll,agent,novel
Sawat,get,experience,chef,agent,novel
bishop,continue,work,chairman,agent,novel
bishop,continue,work,chairman,agent,novel
radio,praise,Karadzic,man,agent,novel
Wogan,take,office,office,agent,novel
Homsany,share,experience,lawyer,agent,novel
responsibility,include,service,chairman,agent,novel
Simon,enjoy,Meg,man,agent,novel
general,retain,post,general,agent,novel
general,retain,post,general,agent,novel
venom,wait,â,man,agent,novel
venom,wait,â,man,agent,novel
Bantox,select,Balbalan,pilot,agent,novel
Obama,portray,Hagel,man,agent,novel
pathway,bow,head,head,agent,novel
pathway,bow,head,head,agent,novel
woman,make,impact,pilot,agent,novel
Johnston,use,detail,one,agent,novel
citizen,visit,Bolivia,tourist,agent,novel
citizen,visit,Bolivia,tourist,agent,novel
task,use,picture,picture,agent,novel
task,use,picture,picture,agent,novel
motorcycle,lead,way,man,agent,novel
hostage,tour,TRADOC,hostage,agent,novel
flight,roll,tire,roll,agent,novel
Sawat,get,experience,chef,agent,novel
bishop,continue,work,chairman,agent,novel
bishop,continue,work,chairman,agent,novel
radio,praise,Karadzic,man,agent,novel
Wogan,take,office,office,agent,novel
Esther,find,work,waitress,agent,novel
man,achieve,happiness,man,agent,novel
man,achieve,happiness,man,agent,novel
Sliema,identify,Megrahi,man,agent,novel
Mark,explain,role,chair,agent,novel
pastor,develop,livelihood,carpenter,agent,novel
pastor,develop,livelihood,carpenter,agent,novel
Chile,remember,Hurtado,man,agent,novel
report,define,deal,one,agent,novel
report,define,deal,one,agent,novel
Egyptians,revere,Pharaohs,god,agent,novel
Jesus,incarnate,God,man,agent,novel
Elliott,start,career,pilot,agent,novel
Iannucci,attack,crease,man,agent,novel
Company,start,business,agent,agent,novel
Company,start,business,agent,agent,novel
Britain,find,voice,man,agent,novel
Judge,roll,eye,roll,agent,novel
businessman,develop,cavern,tourist,agent,novel
Rockwell,create,image,image,agent,novel
enemy,acknowledge,Braden,heroine,agent,novel
Department,identify,transient,man,agent,novel
bombing,produce,result,pilot,agent,novel
bombing,produce,result,pilot,agent,novel
Carter,use,flag,flag,agent,novel
show,follow,Luis,broker,agent,novel
show,follow,Luis,broker,agent,novel
population,see,site,site,agent,novel
man,call,aunt,man,agent,novel
Conference,honor,Harris,man,agent,novel
child,abandon,church,church,agent,novel
Meacham,describe,Jefferson,man,agent,novel
Schwartz,begin,service,pilot,agent,novel
city,buy,site,site,agent,novel
city,buy,site,site,agent,novel
Cambrai,play,chess,man,agent,novel
Sinatra,fill,air,air,agent,novel
Lenora,take,lead,chef,agent,novel
Boxer,hold,hearing,chair,agent,novel
site,submit,cmp,site,agent,novel
verse,establish,authority,man,agent,novel
Firefox,play,role,broker,agent,novel
reader,chant,Torah,agent,agent,novel
sofa,hold,telephone,man,agent,novel
member,scratch,head,head,agent,novel
Eileen,get,job,waitress,agent,novel
colonial,spray,graffiti,cat,agent,novel
Vaeas,take,challenge,man,agent,novel
Christ,enter,world,man,agent,novel
McKenna,finish,term,chair,agent,novel
soldier,take,hostage,hostage,agent,novel
Amber,take,job,waitress,agent,novel
Tulpa,earn,keep,man,agent,novel
inspector,visit,office,office,agent,novel
inspector,visit,office,office,agent,novel
dialogue,open,life,cat,agent,novel
Obaseki,serve,Nigeria,chairman,agent,novel
outlaw,follow,supplier,general,agent,novel
Park,include,use,tourist,agent,novel
Park,include,use,tourist,agent,novel
Spinelli,describe,father,man,agent,novel
place,gain,recognition,tourist,agent,novel
Rasia,give,name,man,agent,novel
View,evaluate,window,window,agent,novel
creature,form,pearl,pearl,agent,novel
creature,form,pearl,pearl,agent,novel
girl,identify,Pinchback,man,agent,novel
Jolly,watch,blender,blender,agent,novel
man,put,-PRON-,man,agent,novel
man,put,-PRON-,man,agent,novel
Benjamin,continue,trade,lawyer,agent,novel
Ortiz,begin,career,chef,agent,novel
father,continue,vocation,carpenter,agent,novel
father,continue,vocation,carpenter,agent,novel
Knapp,represent,petitioner,agent,agent,novel
Journal,expose,Wick,man,agent,novel
involvement,include,service,chair,agent,novel
con,see,Putin,man,agent,novel
con,see,Putin,man,agent,novel
Warren,champion,idea,lawyer,agent,novel
woman,plant,tree,tree,agent,novel
Club,donate,flag,flag,agent,novel
Fillard,join,NeuroSpin,postdoc,agent,novel
Asuka,envy,ability,pilot,agent,novel
Durham,add,nothing,chairman,agent,novel
Ogus,precede,Wagner,chair,agent,novel
husband,identify,Reed,man,agent,novel
husband,identify,Reed,man,agent,novel
SWRD,begin,practice,lawyer,agent,novel
involvement,confirm,status,agent,agent,novel
Sundaram,start,career,pilot,agent,novel
office,add,website,office,agent,novel
Review,create,video,companion,agent,novel
waffle,fill,air,air,agent,novel
team,inspect,site,site,agent,novel
hand,grasp,bead,man,agent,novel
Edelman,begin,career,lawyer,agent,novel
Abitare,make,reservation,agent,agent,novel
Chvotkin,start,club,pilot,agent,novel
cat,use,tail,cat,agent,novel
bread,mean,something,companion,agent,novel
year,begin,journey,tourist,agent,novel
year,begin,journey,tourist,agent,novel
valley,flow,rivulet,man,agent,novel
valley,flow,rivulet,man,agent,novel
Christ,enter,death,man,agent,novel
townspeople,see,centennial,tourist,agent,novel
townspeople,see,centennial,tourist,agent,novel
Rivlin,present,Nagin,man,agent,novel
suit,challenge,suspension,chairman,agent,novel
Green,make,appearance,man,agent,novel
Andre,visit,bell,tourist,agent,novel
Gauci,identify,Megrahi,man,agent,novel
Obi,describe,Soludo,man,agent,novel
year,include,service,chairman,agent,novel
year,include,service,chairman,agent,novel
Dictionary.com,define,hero,man,agent,novel
Pigeon,build,influence,chairman,agent,novel
image,depict,Pan,image,agent,novel
submission,reveal,Soludo,man,agent,novel
submission,reveal,Soludo,man,agent,novel
Banda,take,office,office,agent,novel
worm,make,body,man,agent,novel
worm,make,body,man,agent,novel
site,back,McCain,site,agent,novel
Kantor,describe,Wright,man,agent,novel
participant,realize,role,agent,agent,novel
narrative,mean,nothing,agent,agent,novel
Canadians,prefer,Cuba,tourist,agent,novel
Gresham,christen,Abbey,bottle,instrument,novel
church,attract,people,church,instrument,novel
church,attract,people,church,instrument,novel
neighbour,hit,drunk,broom,instrument,novel
neighbour,hit,drunk,broom,instrument,novel
man,commit,adultery,man,instrument,novel
man,commit,adultery,man,instrument,novel
Burke,begin,partnership,church,instrument,novel
Carl,present,club,flag,instrument,novel
Dillinger,seek,relief,man,instrument,novel
Dillinger,seek,relief,man,instrument,novel
falls,make,way,rock,instrument,novel
Pandu,observe,Tapasya,queen,instrument,novel
clerk,tap,desk,desk,instrument,novel
clerk,tap,desk,desk,instrument,novel
Francis,entertain,crowd,rock,instrument,novel
