utterance,year,relation,target,object,verb
see_vvi the_at work_nn1 during_ii its_appge progress_nn1 ,1990,duration,progress,work,see
update_vvi participant_nn2 on_ii the_at progress_nn1 ,1992,location_on,progress,participant,update
report_vvd_vvn her_appge progress_nn1 on_ii the_at case_nn2 ,1993,locatum_on,progress,case,report
be_vbdz no_at progress_nn1 on_ii a_at1 settlement_nn1 ,1993,locatum_on,progress,settlement,be
follow_vvi the_at queen_nn1 on_ii her_appge progress_nn1 ,1993,location_on,progress,queen,follow
have_vhi no_at effect_nn1 on_ii our_appge progress_nn1 ,1993,location_on,progress,effect,have
make_vvd progress_nn1 on_ii a_at1 number_nn1 ,1993,locatum_on,progress,number,make
match_vvd his_appge progress_nn1 on_ii my_appge side_nn1 ,1993,locatum_on,progress,side,match
follow_vvn his_appge progress_nn1 on_ii the_at monitor_nn2 ,1996,locatum_on,progress,monitor,follow
send_vvd video_nn2 on_ii the_at progress_nn1 ,1997,location_on,progress,video,send
mark_vvg your_appge progress_nn1 on_ii the_at map_nn1 ,1997,locatum_on,progress,map,mark
follow_vv0 their_appge progress_nn1 on_ii the_at internet_nn1_np1 ,2001,locatum_on,progress,internet,follow
need_vv0 progress_nn1 on_ii the_at archive_nn2 ,2001,locatum_on,progress,archive,need
keep_vv0 an_at1 eye_nn1 on_ii the_at progress_nn1 ,2002,location_on,progress,eye,keep
make_vvn progress_nn1 on_ii his_appge plan_nn1 ,2004,locatum_on,progress,plan,make
observe_vvi his_appge progress_nn1 on_ii the_at painting_nn1 ,2005,locatum_on,progress,painting,observe
track_vvi progress_nn1 on_ii the_at ground_nn1 ,2005,locatum_on,progress,ground,track
see_vvi a_at1 report_nn1 on_ii your_appge progress_nn1 ,2008,location_on,progress,report,see
recite_vvd_vvn quote_nn2_vvz from_ii the_at testimony_nn1 ,1953,locatum_out,quote,testimony,recite
be_vbz a_at1 quote_nn1 from_ii the_at talmud_np1 ,1963,locatum_out,quote,talmud,be
take_vvz its_appge name_nn1 from_ii a_at1 quote_nn1 ,1970,location_out,quote,name,take
be_vbdz a_at1 quote_nn1 from_ii the_at shaw_np1 ,1975,locatum_out,quote,shaw,be
be_vbz a_at1 play_nn1 on_ii a_at1 quote_nn1 ,1990,location_on,quote,play,be
title_vvn the_at book_nn1 by_ii the_at quote_nn1_vv0 ,1993,instrument,quote,book,title
be_vbdz a_at1 quote_nn1 from_ii the_at mother_nn1 ,1993,locatum_out,quote,mother,be
read_vvg a_at1 quote_nn1 from_ii the_at book_nn1 ,1993,locatum_out,quote,book,read
invent_vvd_vvn quote_nn2 from_ii the_at therapist_nn1 ,1994,locatum_out,quote,therapist,invent
establish_vvi a_at1 connection_nn1 with_iw the_at quote_nn1 ,1997,instrument,quote,connection,establish
answer_vvd every_at1 question_nn1 with_iw a_at1 quote_nn1 ,2002,instrument,quote,question,answer
contain_vvd quote_nn2 from_ii the_at upanishads_np2 ,2002,locatum_out,quote,upanishads,contain
read_vvd_vv0 a_at1 quote_nn1 from_ii the_at artist_nn1 ,2003,locatum_out,quote,artist,read
double_vvd the_at quote_nn1 on_ii our_appge retainer_nn1 ,2005,locatum_on,quote,retainer,double
use_vvg quote_nn2_vvz from_ii the_at koran_nn1 ,2007,locatum_out,quote,koran,use
have_vhd a_at1 quote_nn1 from_ii the_at movie_nn1 ,2009,locatum_out,quote,movie,have
finish_vvn his_appge repair_nn2 on_ii the_at boat_nn1 ,1836,locatum_on,repair,boat,finish
complete_vvn the_at repair_nn2 on_ii the_at steering_nn1 ,1891,locatum_on,repair,steering,complete
make_vvg repair_nn2_vvz on_ii the_at hill_nn1 ,1910,locatum_on,repair,hill,make
complete_vvd the_at repair_nn2 on_ii the_at building_nn2 ,1915,locatum_on,repair,building,complete
be_vbdz mile_nnu2 from_ii the_at repair_nn1 ,1919,location_out,repair,mile,be
need_vv0 guam_np1 as_ii_csa a_at1 repair_nn1 ,1939,agent,repair,guam,need
make_vvn repair_nn2_vvz on_ii his_appge hotel_nn1 ,1940,locatum_on,repair,hotel,make
begin_vvd repair_nn2 on_ii the_at harbor_nn1 ,1944,locatum_on,repair,harbor,begin
finish_vvi repair_nn2 on_ii her_appge car_nn1 ,1959,locatum_on,repair,car,finish
make_vvi repair_nn2 on_ii the_at building_nn1 ,1962,locatum_on,repair,building,make
make_vvg repair_nn2_vvz on_ii the_at stern_nn1_jj ,1967,locatum_on,repair,stern,make
finish_vvi the_at repair_nn2 on_ii the_at wagon_nn1 ,1993,locatum_on,repair,wagon,finish
complete_vv0 repair_nn2 on_ii the_at hull_nn1 ,2003,locatum_on,repair,hull,complete
make_vvi repair_nn2 on_ii the_at roll_nn1 ,2004,locatum_on,repair,roll,make
do_vdd no_at repair_nn2 on_ii their_appge property_nn2 ,2005,locatum_on,repair,property,do
avoid_vvg their_appge shift_nn2 on_ii the_at hull_nn1 ,1994,locatum_on,shift,hull,avoid
leave_vvd_vvn the_at city_nn1 during_ii the_at strike_nn1 ,1887,duration,strike,city,leave
remove_vvg strike_nn2_vvz from_ii the_at law_nn1 ,1897,locatum_out,strike,law,remove
have_vhg no_at connection_nn1 with_iw the_at strike_nn1 ,1905,instrument,strike,connection,have
have_vhd no_at connection_nn1 with_iw the_at strike_nn1 ,1905,instrument,strike,connection,have
take_vvi vote_nn2 on_ii a_at1 strike_nn1 ,1915,location_on,strike,vote,take
have_vhd a_at1 strike_nn1 on_ii its_appge hand_nn2 ,1916,locatum_on,strike,hand,have
threaten_vvd_vvn the_at authority_nn2 with_iw a_at1 strike_nn1 ,1919,instrument,strike,authority,threaten
end_vvi the_at strike_nn1 on_ii the_at brooklyn_np1 ,1920,locatum_on,strike,brooklyn,end
have_vhz a_at1 strike_nn1 on_ii its_appge hand_nn2 ,1921,locatum_on,strike,hand,have
handle_vvn the_at strike_nn1 on_ii the_at basis_nn1 ,1921,locatum_on,strike,basis,handle
protect_vvi its_appge property_nn1 during_ii the_at strike_nn1 ,1924,duration,strike,property,protect
express_vvi their_appge sentiment_nn2 on_ii the_at strike_nn1 ,1926,location_on,strike,sentiment,express
be_vbz the_at news_nn1 from_ii the_at strike_nn1 ,1937,location_out,strike,news,be
defend_vvi the_at premier_nn1_jj on_ii the_at strike_nn1 ,1938,location_on,strike,premier,defend
denounce_vvd their_appge action_nn1 as_ii_csa a_at1 strike_nn1 ,1941,agent,strike,action,denounce
operate_vvi the_at bus_nn2 during_ii the_at strike_nn1 ,1941,duration,strike,bus,operate
operate_vvi bus_nn2 during_ii the_at strike_nn1 ,1941,duration,strike,bus,operate
call_vvg a_at1 strike_nn1 on_ii a_at1 movie_nn1 ,1944,locatum_on,strike,movie,call
settle_vvi its_appge strike_nn1 on_ii the_at basis_nn1 ,1946,locatum_on,strike,basis,settle
give_vvn a_at1 jolt_nn1 by_ii the_at strike_nn1 ,1946,instrument,strike,jolt,give
lose_vvi its_appge efficacy_nn1 as_ii_csa a_at1 strike_nn1 ,1947,agent,strike,efficacy,lose
reach_vvi their_appge destination_nn1 by_ii the_at strike_nn1 ,1948,instrument,strike,destination,reach
get_vvi a_at1 strike_nn1 on_ii the_at way_nn1 ,1950,locatum_on,strike,way,get
hold_vvn discussion_nn2 on_ii the_at strike_nn1 ,1955,location_on,strike,discussion,hold
protest_vvd_vvn the_at action_nn1 by_ii a_at1 strike_nn1 ,1955,instrument,strike,action,protest
keep_vvg an_at1 eye_nn1 on_ii the_at strike_nn1 ,1956,location_on,strike,eye,keep
conduct_vvi the_at strike_nn1 from_ii a_at1 cell_nn1 ,1963,locatum_out,strike,cell,conduct
be_vbg a_at1 strike_nn1 on_ii the_at ship_nn1 ,1965,locatum_on,strike,ship,be
put_vvd_vv0 the_at loss_nn1 from_ii the_at strike_nn1 ,1968,location_out,strike,loss,put
present_vvd the_at pitcher_nn1 with_iw a_at1 strike_nn1 ,1973,instrument,strike,pitcher,present
get_vvg service_nn1 during_ii the_at strike_nn1 ,1976,duration,strike,service,get
maintain_vvg production_nn1 during_ii the_at strike_nn1 ,1983,duration,strike,production,maintain
send_vvi a_at1 hawkeye_nn1 with_iw the_at strike_nn1 ,1986,instrument,strike,hawkeye,send
change_vvn its_appge name_nn1 from_ii the_at strike_nn1 ,1987,location_out,strike,name,change
take_vv0 job_nn2 during_ii the_at strike_nn1 ,1988,duration,strike,job,take
break_vvd his_appge silence_nn1 on_ii the_at strike_nn2 ,1988,location_on,strike,silence,break
cripple_vvd_vvn the_at carrier_nn1 with_iw a_at1 strike_nn1 ,1989,instrument,strike,carrier,cripple
take_vvz no_at position_nn1 on_ii the_at strike_nn1 ,1996,location_on,strike,position,take
launch_vvi a_at1 strike_nn1 on_ii the_at town_nn1 ,2004,locatum_on,strike,town,launch
fasten_vv0 the_at crime_nn1 on_ii the_at suspect_nn2 ,1920,location_on,suspect,crime,fasten
make_vvz a_at1 contact_nn1 with_iw the_at suspect_nn1 ,1933,instrument,suspect,contact,make
welcome_vvi the_at man_nn1 as_ii_csa a_at1 suspect_nn1 ,1954,agent,suspect,man,welcome
remain_vvi suspect_nn1_vv0 on_ii the_at continent_nn1 ,1962,locatum_on,suspect,continent,remain
receive_vvn flyer_nn2 on_ii the_at suspect_nn2 ,1970,location_on,suspect,flyer,receive
get_vvi a_at1 confession_nn1 from_ii a_at1 suspect_nn1 ,1971,location_out,suspect,confession,get
view_vvi the_at defendant_nn1 as_ii_csa a_at1 suspect_nn1 ,1989,agent,suspect,defendant,view
traffic_vvg_nn1 child_nn2 as_ii_csa the_at suspect_nn2 ,1993,agent,suspect,child,traffic
move_vvd_vvn a_at1 trailer_nn1 onto_ii the_at suspect_nn1 ,1998,location_on,suspect,trailer,move
record_vvi a_at1 statement_nn1 from_ii the_at suspect_nn1 ,2000,location_out,suspect,statement,record
get_vvi statement_nn2 from_ii the_at suspect_nn1 ,2002,location_out,suspect,statement,get
bluff_vv0 their_appge way_nn1 with_iw a_at1 suspect_nn1 ,2003,instrument,suspect,way,bluff
lock_vvn eye_nn2 with_iw her_appge suspect_nn1 ,2005,instrument,suspect,eye,lock
include_vvn davis_np1 as_ii_csa a_at1 suspect_nn1 ,2006,agent,suspect,davis,include
throw_vvg the_at thrust_nn1 on_ii the_at tenon_nn1 ,1853,locatum_on,thrust,tenon,throw
do_vdz thrust_nn1 out_rp her_appge horn_nn2 ,1888,locatum_out,thrust,horn,do
open_vvd the_at envelope_nn1 with_iw a_at1 thrust_nn1 ,1952,instrument,thrust,envelope,open
undertake_vv0 an_at1 engine_nn1 with_iw a_at1 thrust_nn1 ,1957,instrument,thrust,engine,undertake
combine_vvi the_at thrust_nn1 from_ii the_at pole_nn2 ,1959,locatum_out,thrust,pole,combine
demand_vv0_nn1 booster_nn2 with_iw a_at1 thrust_nn1 ,1964,instrument,thrust,booster,demand
place_vv0 your_appge finger_nn1 on_ii the_at trigger_nn1 ,1832,location_on,trigger,finger,place
remove_vvd_vvn his_appge finger_nn1 from_ii the_at trigger_nn1 ,1867,location_out,trigger,finger,remove
keep_vvg his_appge finger_nn1 on_ii the_at trigger_nn1 ,1889,location_on,trigger,finger,keep
put_vvz his_appge finger_nn1 on_ii the_at trigger_nn1 ,1894,location_on,trigger,finger,put
put_vvz his_appge finger_nn1 on_ii the_at trigger_nn1 ,1894,location_on,trigger,finger,put
keep_vvg his_appge finger_nn1 on_ii the_at trigger_nn1 ,1913,location_on,trigger,finger,keep
be_vbdz the_at matter_nn1 with_iw his_appge trigger_nn1 ,1921,instrument,trigger,matter,be
close_vvn my_appge hand_nn1 on_ii the_at trigger_nn1 ,1922,location_on,trigger,hand,close
spin_vvd the_at weapon_nn1 on_ii the_at trigger_nn1 ,1922,location_on,trigger,weapon,spin
tell_vvd my_appge finger_nn1 on_ii the_at trigger_nn1 ,1933,location_on,trigger,finger,tell
pull_vvd the_at trigger_nn1 on_ii his_appge musket_nn1 ,1937,locatum_on,trigger,musket,pull
see_vvn his_appge hand_nn1 on_ii the_at trigger_nn1 ,1940,location_on,trigger,hand,see
pull_vvd the_at trigger_nn1 on_ii the_at gun_nn1 ,1942,locatum_on,trigger,gun,pull
pull_vvd the_at trigger_nn1 on_ii the_at gun_nn1 ,1942,locatum_on,trigger,gun,pull
keep_vvd his_appge finger_nn1 on_ii the_at trigger_nn1 ,1944,location_on,trigger,finger,keep
release_vvd his_appge finger_nn1 from_ii the_at trigger_nn1 ,1944,location_out,trigger,finger,release
tighten_vvd his_appge finger_nn1 on_ii the_at trigger_nn1 ,1948,location_on,trigger,finger,tighten
spin_vvg a_at1 gun_nn1 by_ii a_at1 trigger_nn1 ,1949,instrument,trigger,gun,spin
pull_vvd the_at trigger_nn1 from_ii the_at hip_nn1 ,1951,locatum_out,trigger,hip,pull
curl_vvd his_appge finger_nn1 on_ii the_at trigger_nn1 ,1959,location_on,trigger,finger,curl
keep_vv0 her_appge finger_nn1 from_ii the_at trigger_nn1 ,1963,location_out,trigger,finger,keep
slide_vvd his_appge finger_nn1 through_ii the_at trigger_nn1 ,1969,instrument,trigger,finger,slide
rest_vvd his_appge fingertip_nn1 on_ii the_at trigger_nn1 ,1976,location_on,trigger,fingertip,rest
keep_vvd his_appge finger_nn1 on_ii the_at trigger_nn1 ,1978,location_on,trigger,finger,keep
pull_vvi the_at trigger_nn1 on_ii his_appge heater_nn1 ,1984,locatum_on,trigger,heater,pull
cock_vvg the_at trigger_nn1 on_ii the_at gun_nn1 ,1990,locatum_on,trigger,gun,cock
put_vvd_vv0_vvn your_appge finger_nn1 on_ii the_at trigger_nn1 ,1992,location_on,trigger,finger,put
release_vvz the_at trigger_nn1 on_ii the_at hose_nn1 ,1993,locatum_on,trigger,hose,release
pull_vvz the_at trigger_nn1 on_ii a_at1 man_nn1 ,1994,locatum_on,trigger,man,pull
pull_vvz the_at trigger_nn1 on_ii the_at riot_nn1 ,1995,locatum_on,trigger,riot,pull
get_vvn my_appge finger_nn2 on_ii the_at trigger_nn1 ,1996,location_on,trigger,finger,get
close_vvd his_appge finger_nn1 on_ii the_at trigger_nn1 ,2000,location_on,trigger,finger,close
jj_vvd pressure_nn1 on_ii the_at trigger_nn1 ,2001,location_on,trigger,pressure,jj
pull_vvd the_at trigger_nn1 on_ii the_at parking_nn1 ,2001,locatum_on,trigger,parking,pull
pull_vvd the_at trigger_nn1 on_ii the_at derringer_nn1 ,2002,locatum_on,trigger,derringer,pull
slip_vvz his_appge finger_nn1 through_ii the_at trigger_nn1 ,2004,instrument,trigger,finger,slip
pull_vv0 the_at trigger_nn1 on_ii a_at1 gun_nn1 ,2005,locatum_on,trigger,gun,pull
finger_vvd the_at trigger_nn1 on_ii the_at pulse_nn1 ,2006,locatum_on,trigger,pulse,finger
raise_vvi money_nn1 on_ii the_at trust_nn1 ,1827,location_on,trust,money,raise
regard_vvi his_appge fortune_nn1 as_ii a_at1 trust_nn1 ,1830,agent,trust,fortune,regard
destroy_vvi distrust_nn1_vv0 by_ii his_appge trust_nn1 ,1844,instrument,trust,distrust,destroy
imply_vvz trust_nn1 on_ii their_appge part_nn1 ,1858,locatum_on,trust,part,imply
hold_vvz his_appge wealth_nn1 as_ii_csa a_at1 trust_nn1 ,1875,agent,trust,wealth,hold
betray_vvi his_appge trust_nn1 on_ii the_at field_nn1 ,1889,locatum_on,trust,field,betray
awd_vv0_nn1 administration_nn1 be_vbz a_at1 trust_nn1 ,1890,goal,trust,administration,awd
learn_vvn trust_nn1_vv0 from_ii her_appge husband_nn1 ,1893,locatum_out,trust,husband,learn
find_vvi fault_nn1 with_iw a_at1 trust_nn1 ,1897,instrument,trust,fault,find
change_vvi our_appge position_nn1 on_ii the_at trust_nn1 ,1904,location_on,trust,position,change
review_vvi his_appge connection_nn1 with_iw the_at trust_nn1 ,1905,instrument,trust,connection,review
take_vvg security_nn2 from_ii its_appge trust_nn1 ,1907,location_out,trust,security,take
regard_vv0 their_appge post_nn2 as_ii a_at1 trust_nn1 ,1908,agent,trust,post,regard
make_vvd no_at attack_nn1 on_ii the_at trust_nn1 ,1908,location_on,trust,attack,make
get_vvi the_at collateral_nn1 from_ii the_at trust_nn1 ,1909,location_out,trust,collateral,get
denounce_vvg attack_nn2 on_ii the_at trust_nn2 ,1914,location_on,trust,attack,denounce
have_vh0 a_at1 trust_nn1 from_ii our_appge maker_nn1 ,1935,locatum_out,trust,maker,have
be_vbdz a_at1 participant_nn1 with_iw the_at trust_nn1 ,1936,instrument,trust,participant,be
hold_vvz the_at land_nn1 as_ii_csa a_at1 trust_nn1 ,1958,agent,trust,land,hold
regard_vvi the_at vote_nn1 as_ii a_at1 trust_nn1 ,1967,agent,trust,vote,regard
take_vvi trust_nn1_vv0 from_ii the_at kindness_nn1 ,1972,locatum_out,trust,kindness,take
pay_vvd a_at1 tax_nn1 on_ii the_at trust_nn1 ,1974,location_on,trust,tax,pay
borrow_vvi an_at1 advance_nn1 on_ii my_appge trust_nn1 ,1982,location_on,trust,advance,borrow
regard_vvz knowledge_nn1 as_ii a_at1 trust_nn1 ,1990,agent,trust,knowledge,regard
yank_vvd the_at allowance_nn1 from_ii my_appge trust_nn1 ,1993,location_out,trust,allowance,yank
receive_vvi income_nn1 from_ii the_at trust_nn1 ,2000,location_out,trust,income,receive
have_vhi an_at1 impact_nn1 on_ii the_at trust_nn1 ,2002,location_on,trust,impact,have
take_vvd a_at1 drink_nn1 as_ii_csa the_at urge_nn1 ,1946,agent,urge,drink,take
must_vm knowledge_nn1 be_vbi the_at urge_nn1 ,1973,goal,urge,knowledge,must
lose_vvd her_appge_ppho1 fight_nn1 with_iw the_at urge_nn1 ,2009,instrument,urge,fight,lose
take_vvd a_at1 venture_nn1 on_ii the_at spar_nn1 ,1857,locatum_on,venture,spar,take
dare_vvn_vvd venture_nn1_vv0 from_ii her_appge room_nn1 ,1860,locatum_out,venture,room,dare
stake_vvi my_appge future_nn1_jj on_ii a_at1 venture_nn1 ,1863,location_on,venture,future,stake
receive_vvd_vvn no_at profit_nn2 on_ii their_appge venture_nn2 ,1881,location_on,venture,profit,receive
sustain_vvg injury_nn1 from_ii the_at venture_nn1 ,1895,location_out,venture,injury,sustain
make_vvi a_at1 profit_nn1 on_ii their_appge venture_nn2 ,1950,location_on,venture,profit,make
pursue_vvi life_nn1 as_ii_csa a_at1 venture_nn1 ,1992,agent,venture,life,pursue
accompany_vvd the_at expedition_nn1 as_ii_csa a_at1 volunteer_nn1 ,1820,agent,volunteer,expedition,accompany
offer_vvd his_appge service_nn2 as_ii_csa a_at1 volunteer_nn1 ,1837,agent,volunteer,service,offer
make_vvd_vvn his_appge appearance_nn1 as_ii_csa a_at1 volunteer_nn1 ,1844,agent,volunteer,appearance,make
join_vvi the_at expedition_nn1 as_ii_csa a_at1 volunteer_nn1 ,1857,agent,volunteer,expedition,join
enter_vvi the_at army_nn1 as_ii_csa a_at1 volunteer_nn1 ,1864,agent,volunteer,army,enter
be_vbdr volunteer_nn2 from_ii our_appge number_nn1 ,1865,locatum_out,volunteer,number,be
join_vvn the_at gang_nn1 as_ii_csa a_at1 volunteer_nn1 ,1877,agent,volunteer,gang,join
join_vvd the_at expedition_nn1 as_ii_csa a_at1 volunteer_nn1 ,1888,agent,volunteer,expedition,join
offer_vvi my_appge service_nn2 as_ii_csa a_at1 volunteer_nn1 ,1892,agent,volunteer,service,offer
enter_vvi the_at competition_nn1 as_ii_csa a_at1 volunteer_nn1 ,1893,agent,volunteer,competition,enter
accompany_vvi the_at party_nn1 as_ii_csa a_at1 volunteer_nn1 ,1895,agent,volunteer,party,accompany
be_vbdr man_nn2 from_ii the_at volunteer_nn2 ,1898,location_out,volunteer,man,be
send_vvi volunteer_nn2 from_ii the_at washington_np1 ,1898,locatum_out,volunteer,washington,send
accompany_vvi his_appge son_nn1 as_ii_csa a_at1 volunteer_nn1 ,1900,agent,volunteer,son,accompany
sing_vvn every_at1 sunday_npd1 by_ii a_at1 volunteer_nn1 ,1901,instrument,volunteer,sunday,sing
fill_vv0 their_appge place_nn2 from_ii the_at volunteer_nn1 ,1919,location_out,volunteer,place,fill
advocate_vvg dependence_nn1 on_ii a_at1 volunteer_nn1 ,1920,location_on,volunteer,dependence,advocate
describe_vvi his_appge experience_nn2 as_ii a_at1 volunteer_nn1 ,1939,agent,volunteer,experience,describe
join_vvi the_at army_nn1 as_ii_csa a_at1 volunteer_nn1 ,1942,agent,volunteer,army,join
get_vv0 their_appge man_nn2 by_ii the_at volunteer_nn1 ,1945,instrument,volunteer,man,get
recruit_vvi volunteer_nn2 on_ii the_at basis_nn1 ,1965,locatum_on,volunteer,basis,recruit
be_vbr volunteer_nn2 from_ii the_at business_nn1 ,1972,locatum_out,volunteer,business,be
work_vvd the_at tournament_nn1 as_ii_csa a_at1 volunteer_nn1 ,1996,agent,volunteer,tournament,work
formalize_vvi the_at contract_nn1 with_iw the_at volunteer_nn2 ,2000,instrument,volunteer,contract,formalize
send_vvn a_at1 volunteer_nn1 from_ii his_appge church_nn1 ,2000,locatum_out,volunteer,church,send
receive_vvd_vvn his_appge wage_nn2 from_ii the_at merchant_nn1 ,1881,locatum_out,wage,merchant,receive
receive_vv0 no_at wage_nn2 from_ii their_appge employer_nn1 ,1886,locatum_out,wage,employer,receive
earn_vv0 wage_nn2 from_ii the_at lottery_nn1 ,1892,locatum_out,wage,lottery,earn
receive_vvg her_appge wage_nn2 from_ii the_at milliner_nn1 ,1897,locatum_out,wage,milliner,receive
draw_vvg his_appge wage_nn2 from_ii his_appge pocket_nn1 ,1909,locatum_out,wage,pocket,draw
collect_vvi statistics_nn on_ii the_at wage_nn2 ,1912,location_on,wage,statistics,collect
double_vvd his_appge wage_nn2 on_ii the_at spot_nn1 ,1912,locatum_on,wage,spot,double
separate_vvi sailor_nn2 from_ii their_appge wage_nn2 ,1915,location_out,wage,sailor,separate
raise_vvg_nn1 wage_nn2 from_ii an_at1 average_nn1 ,1926,locatum_out,wage,average,raise
adjust_vvi wage_nn2 on_ii the_at basis_nn1 ,1932,locatum_on,wage,basis,adjust
